Date,Name,Product,Category,Region,Quantity Sold,Revenue,Discount (%),Payment Method,Customer Feedback,Order Status
22-05-2025,Hannah,Monitor,Accessories,West,29,3153,2,Cash,Excellent,Delivered
10-05-2025,Diana,Speaker,Peripherals,East,43,2298,1,Debit Card,Good,Pending
04-04-2025,Charlie,Smartwatch,Gadgets,West,31,1708,28,Online,Average,Cancelled
13-01-2025,Charlie,Headphones,Accessories,West,5,1192,23,Debit Card,Average,Cancelled
18-10-2025,Ian,Smartwatch,Electronics,South,30,2104,14,Credit Card,Excellent,Delivered
05-08-2025,Diana,Mouse,Peripherals,North,46,1602,17,Online,Good,Delivered
12-01-2025,George,Laptop,Peripherals,South,30,2359,22,Debit Card,Good,Cancelled
14-01-2025,Alice,Laptop,Gadgets,North,21,3502,24,Online,Average,Pending
10-02-2025,Ian,Tablet,Gadgets,East,12,4744,3,Debit Card,Good,Pending
21-11-2025,Edward,Keyboard,Gadgets,West,39,1897,5,Cash,Good,Returned
16-10-2025,Julia,Camera,Gadgets,North,27,2973,14,Credit Card,Good,Cancelled
04-04-2025,Diana,Laptop,Electronics,North,46,3016,14,Online,Average,Cancelled
07-01-2025,Hannah,Smartphone,Gadgets,South,44,1110,27,Debit Card,Poor,Delivered
21-03-2025,Ian,Camera,Accessories,West,37,3527,19,Online,Excellent,Cancelled
03-05-2025,Diana,Camera,Electronics,East,46,4165,8,Credit Card,Average,Delivered
28-08-2025,Alice,Headphones,Accessories,South,20,4618,19,Debit Card,Average,Delivered
10-02-2025,George,Tablet,Accessories,East,44,4331,3,Credit Card,Excellent,Returned
16-07-2025,Diana,Smartwatch,Electronics,West,12,1698,15,Credit Card,Average,Returned
22-08-2025,Julia,Smartwatch,Peripherals,West,45,4169,13,Cash,Excellent,Pending
03-05-2025,George,Smartwatch,Gadgets,East,25,3979,10,Debit Card,Average,Cancelled
18-11-2025,Diana,Keyboard,Peripherals,North,40,4047,27,Cash,Good,Delivered
06-07-2025,Ian,Speaker,Electronics,East,7,1393,27,Credit Card,Average,Pending
13-06-2025,Edward,Monitor,Gadgets,East,23,538,10,Cash,Average,Delivered
06-06-2025,Fiona,Smartphone,Accessories,South,18,2623,30,Debit Card,Average,Cancelled
02-08-2025,Charlie,Smartphone,Peripherals,West,46,1984,16,Cash,Poor,Cancelled
15-05-2025,George,Keyboard,Electronics,North,35,4709,28,Debit Card,Excellent,Returned
09-08-2025,Julia,Keyboard,Electronics,West,41,4177,19,Credit Card,Excellent,Cancelled
27-04-2025,George,Tablet,Gadgets,East,40,1089,17,Credit Card,Poor,Returned
19-05-2025,Julia,Mouse,Accessories,East,30,4212,16,Debit Card,Excellent,Returned
05-01-2025,Edward,Laptop,Accessories,South,35,4300,4,Credit Card,Good,Cancelled
22-12-2025,Edward,Smartwatch,Electronics,North,35,4595,7,Debit Card,Excellent,Returned
03-02-2025,Diana,Monitor,Accessories,East,47,2336,28,Debit Card,Good,Returned
12-11-2025,Julia,Tablet,Peripherals,East,6,1260,19,Credit Card,Poor,Cancelled
14-09-2025,Bob,Tablet,Peripherals,East,43,3912,2,Cash,Poor,Delivered
08-10-2025,George,Headphones,Accessories,East,41,1010,13,Cash,Excellent,Pending
02-09-2025,Edward,Smartwatch,Accessories,North,17,3179,22,Cash,Excellent,Pending
27-07-2025,Julia,Camera,Electronics,North,7,3585,4,Online,Good,Returned
14-09-2025,Hannah,Smartwatch,Accessories,North,45,2691,15,Credit Card,Average,Pending
22-09-2025,Alice,Speaker,Accessories,South,9,3509,1,Cash,Poor,Pending
19-08-2025,Bob,Headphones,Gadgets,North,17,2408,9,Cash,Average,Returned
16-04-2025,George,Camera,Peripherals,West,21,3010,19,Debit Card,Good,Pending
03-05-2025,Julia,Monitor,Gadgets,East,11,3044,3,Debit Card,Poor,Delivered
28-07-2025,Diana,Smartwatch,Gadgets,East,29,1885,9,Debit Card,Excellent,Delivered
02-12-2025,Edward,Mouse,Electronics,West,49,1429,30,Credit Card,Good,Pending
19-09-2025,Charlie,Tablet,Accessories,South,31,4367,20,Debit Card,Excellent,Pending
26-09-2025,Julia,Smartphone,Electronics,East,3,2236,3,Cash,Average,Pending
22-10-2025,Charlie,Camera,Peripherals,West,24,251,16,Cash,Good,Delivered
05-10-2025,Julia,Headphones,Electronics,East,3,1764,29,Cash,Average,Cancelled
25-02-2025,Bob,Headphones,Gadgets,South,35,2281,24,Debit Card,Excellent,Delivered
06-08-2025,Diana,Smartwatch,Gadgets,West,31,4089,25,Debit Card,Good,Returned
07-03-2025,Charlie,Mouse,Electronics,South,22,3643,11,Cash,Poor,Pending
05-04-2025,Alice,Monitor,Accessories,East,22,4997,13,Cash,Average,Returned
14-01-2025,Diana,Keyboard,Peripherals,South,3,3388,27,Debit Card,Poor,Returned
22-02-2025,Diana,Keyboard,Accessories,West,21,2555,4,Debit Card,Excellent,Returned
07-07-2025,Alice,Monitor,Accessories,North,28,3138,7,Debit Card,Excellent,Delivered
05-11-2025,Bob,Mouse,Electronics,North,11,2282,7,Credit Card,Poor,Returned
09-10-2025,George,Camera,Electronics,North,17,2608,28,Online,Average,Pending
24-06-2025,Charlie,Tablet,Accessories,South,19,103,6,Credit Card,Average,Pending
03-02-2025,Diana,Headphones,Gadgets,East,35,3522,17,Credit Card,Good,Cancelled
18-07-2025,Edward,Smartphone,Accessories,East,6,3319,26,Cash,Good,Returned
18-07-2025,Bob,Laptop,Electronics,North,35,4341,28,Credit Card,Poor,Returned
28-06-2025,Julia,Smartwatch,Gadgets,North,48,4966,21,Cash,Good,Cancelled
17-05-2025,Alice,Laptop,Electronics,East,48,4946,7,Credit Card,Excellent,Cancelled
28-08-2025,Diana,Mouse,Electronics,West,47,2556,3,Credit Card,Excellent,Pending
26-01-2025,Bob,Camera,Gadgets,East,35,1324,12,Online,Excellent,Delivered
20-12-2025,Alice,Smartwatch,Accessories,West,35,2885,15,Online,Excellent,Returned
17-10-2025,George,Tablet,Accessories,North,43,1875,5,Debit Card,Poor,Cancelled
04-07-2025,Bob,Monitor,Electronics,South,25,1423,18,Debit Card,Good,Pending
05-07-2025,Fiona,Monitor,Accessories,South,29,4320,1,Debit Card,Excellent,Returned
19-03-2025,Diana,Speaker,Electronics,West,34,1646,1,Online,Good,Pending
19-10-2025,Hannah,Speaker,Peripherals,North,38,3351,7,Debit Card,Excellent,Returned
04-02-2025,Charlie,Headphones,Accessories,West,46,4866,14,Cash,Average,Delivered
25-10-2025,Charlie,Keyboard,Electronics,East,24,2002,4,Credit Card,Excellent,Cancelled
26-02-2025,Bob,Tablet,Gadgets,North,2,144,29,Credit Card,Excellent,Delivered
28-05-2025,Fiona,Laptop,Electronics,West,7,4632,26,Online,Average,Returned
12-09-2025,Fiona,Keyboard,Electronics,North,15,346,21,Debit Card,Excellent,Pending
09-07-2025,George,Camera,Accessories,West,37,701,9,Cash,Poor,Pending
21-07-2025,George,Keyboard,Electronics,North,8,903,20,Credit Card,Good,Pending
19-08-2025,Ian,Laptop,Gadgets,South,37,4531,15,Cash,Good,Pending
16-10-2025,Edward,Laptop,Gadgets,South,13,4108,27,Debit Card,Excellent,Delivered
06-01-2025,Hannah,Headphones,Gadgets,East,34,1532,1,Cash,Average,Cancelled
13-05-2025,Diana,Keyboard,Peripherals,South,30,1028,23,Debit Card,Poor,Returned
20-03-2025,Charlie,Monitor,Accessories,East,4,1654,21,Cash,Poor,Returned
22-10-2025,Diana,Tablet,Gadgets,East,29,4750,18,Online,Poor,Pending
13-12-2025,George,Headphones,Peripherals,South,18,4552,21,Online,Good,Cancelled
13-01-2025,Fiona,Smartwatch,Peripherals,North,46,1649,8,Cash,Excellent,Pending
23-06-2025,Diana,Tablet,Peripherals,South,6,239,3,Credit Card,Excellent,Returned
02-04-2025,Diana,Mouse,Accessories,East,20,1446,23,Cash,Excellent,Pending
16-12-2025,Hannah,Headphones,Accessories,North,11,393,19,Cash,Poor,Delivered
12-05-2025,Hannah,Camera,Gadgets,West,2,339,11,Credit Card,Average,Cancelled
11-01-2025,Edward,Headphones,Gadgets,West,7,2998,2,Cash,Poor,Returned
10-05-2025,George,Headphones,Gadgets,South,16,3606,6,Online,Excellent,Pending
27-05-2025,Alice,Smartwatch,Accessories,South,18,2897,1,Credit Card,Excellent,Pending
28-08-2025,Edward,Tablet,Electronics,North,40,3765,15,Online,Average,Cancelled
22-12-2025,Alice,Speaker,Gadgets,East,43,1446,9,Cash,Average,Delivered
28-02-2025,George,Monitor,Electronics,East,35,1762,10,Cash,Good,Pending
05-04-2025,Hannah,Keyboard,Accessories,North,20,4498,11,Cash,Excellent,Delivered
24-05-2025,Charlie,Speaker,Peripherals,West,14,3612,4,Online,Poor,Returned
25-08-2025,Alice,Smartphone,Accessories,East,36,1108,30,Debit Card,Poor,Cancelled
09-06-2025,Alice,Headphones,Accessories,East,48,3442,19,Online,Average,Returned
14-12-2025,Hannah,Laptop,Accessories,North,12,490,1,Credit Card,Poor,Returned
21-10-2025,Ian,Monitor,Peripherals,North,35,724,20,Credit Card,Good,Returned
07-02-2025,Edward,Keyboard,Gadgets,West,43,4565,0,Online,Excellent,Delivered
07-08-2025,Diana,Headphones,Accessories,South,49,3619,6,Credit Card,Average,Pending
24-07-2025,George,Keyboard,Gadgets,West,5,672,11,Cash,Average,Cancelled
25-08-2025,Bob,Monitor,Electronics,North,20,4864,19,Credit Card,Good,Pending
28-09-2025,Edward,Headphones,Gadgets,East,2,985,27,Debit Card,Good,Returned
27-06-2025,Charlie,Laptop,Accessories,East,19,2098,5,Credit Card,Poor,Pending
17-01-2025,Edward,Mouse,Gadgets,South,25,3632,20,Credit Card,Good,Cancelled
03-03-2025,Edward,Speaker,Gadgets,North,12,2317,0,Online,Excellent,Pending
23-05-2025,Charlie,Keyboard,Peripherals,West,20,585,30,Debit Card,Excellent,Pending
13-09-2025,George,Camera,Peripherals,South,31,3484,11,Cash,Good,Pending
25-03-2025,Alice,Speaker,Electronics,South,35,4954,29,Credit Card,Poor,Cancelled
19-09-2025,Hannah,Smartwatch,Gadgets,South,28,2824,15,Online,Excellent,Pending
06-01-2025,Ian,Smartphone,Gadgets,West,44,4531,20,Credit Card,Poor,Pending
27-04-2025,Bob,Camera,Electronics,North,47,362,27,Debit Card,Average,Pending
27-04-2025,Julia,Monitor,Accessories,North,13,3059,27,Debit Card,Average,Returned
08-01-2025,Hannah,Laptop,Electronics,South,23,717,1,Online,Good,Delivered
15-01-2025,Fiona,Speaker,Electronics,West,29,4294,27,Debit Card,Average,Delivered
12-01-2025,Edward,Keyboard,Peripherals,East,49,2642,17,Debit Card,Average,Cancelled
07-12-2025,Diana,Laptop,Gadgets,West,12,480,6,Online,Excellent,Pending
12-05-2025,Hannah,Smartphone,Gadgets,North,14,2527,18,Credit Card,Good,Pending
17-08-2025,Diana,Speaker,Gadgets,South,27,4146,21,Credit Card,Poor,Cancelled
21-07-2025,Edward,Mouse,Peripherals,North,43,4096,4,Cash,Good,Returned
22-02-2025,Hannah,Tablet,Peripherals,West,11,2076,26,Online,Good,Delivered
08-01-2025,George,Tablet,Electronics,East,31,3001,21,Online,Poor,Cancelled
16-06-2025,Edward,Headphones,Gadgets,West,15,393,4,Online,Good,Delivered
15-10-2025,Charlie,Camera,Electronics,East,15,2029,13,Online,Good,Delivered
28-03-2025,Hannah,Smartwatch,Gadgets,West,4,1090,7,Cash,Poor,Pending
19-08-2025,Diana,Smartphone,Gadgets,West,33,4299,25,Debit Card,Poor,Delivered
12-09-2025,Hannah,Tablet,Electronics,West,43,4432,23,Debit Card,Good,Cancelled
06-06-2025,Charlie,Laptop,Gadgets,East,37,2573,0,Online,Average,Cancelled
24-05-2025,Alice,Speaker,Electronics,West,1,4910,30,Cash,Average,Delivered
03-12-2025,Diana,Laptop,Accessories,East,16,3868,30,Credit Card,Poor,Cancelled
01-05-2025,Hannah,Laptop,Gadgets,West,20,2502,6,Online,Good,Pending
02-07-2025,George,Smartphone,Gadgets,South,21,623,1,Credit Card,Poor,Returned
28-03-2025,Diana,Tablet,Peripherals,East,50,3277,15,Cash,Good,Delivered
25-10-2025,Ian,Laptop,Gadgets,North,19,1932,16,Online,Average,Cancelled
28-04-2025,Ian,Smartphone,Electronics,East,20,1595,27,Cash,Good,Delivered
21-04-2025,Charlie,Keyboard,Accessories,East,26,1451,24,Cash,Average,Cancelled
22-04-2025,Bob,Speaker,Gadgets,North,42,4412,7,Debit Card,Good,Delivered
09-04-2025,Edward,Camera,Electronics,North,33,2662,20,Debit Card,Good,Returned
14-11-2025,Fiona,Camera,Peripherals,East,19,3005,15,Credit Card,Poor,Delivered
01-09-2025,Ian,Laptop,Peripherals,South,16,3429,2,Debit Card,Poor,Cancelled
01-11-2025,Edward,Camera,Gadgets,South,49,1931,26,Debit Card,Average,Returned
05-08-2025,Bob,Smartphone,Gadgets,East,12,1985,20,Cash,Excellent,Pending
06-11-2025,Edward,Smartphone,Gadgets,West,5,3560,13,Credit Card,Poor,Delivered
26-10-2025,Ian,Smartwatch,Accessories,North,48,3439,25,Credit Card,Poor,Cancelled
08-01-2025,Edward,Headphones,Gadgets,South,3,140,8,Debit Card,Poor,Delivered
20-05-2025,George,Headphones,Gadgets,West,39,1605,4,Debit Card,Poor,Delivered
23-05-2025,Alice,Smartwatch,Electronics,North,21,1927,23,Debit Card,Excellent,Cancelled
21-12-2025,Bob,Smartphone,Electronics,North,19,2849,19,Credit Card,Poor,Cancelled
14-05-2025,Julia,Laptop,Accessories,South,39,1302,8,Credit Card,Average,Cancelled
28-07-2025,Bob,Speaker,Accessories,East,25,859,24,Credit Card,Average,Pending
15-06-2025,Diana,Speaker,Peripherals,East,36,4178,23,Credit Card,Average,Cancelled
07-05-2025,Edward,Monitor,Peripherals,North,27,4800,12,Debit Card,Good,Pending
10-08-2025,Edward,Laptop,Gadgets,East,7,1196,3,Cash,Average,Returned
17-11-2025,Diana,Headphones,Gadgets,South,32,965,4,Debit Card,Average,Cancelled
13-10-2025,Ian,Camera,Peripherals,South,30,1064,20,Cash,Average,Cancelled
04-10-2025,Julia,Headphones,Peripherals,East,46,4672,29,Credit Card,Average,Returned
17-01-2025,Julia,Smartwatch,Peripherals,East,43,1528,11,Cash,Excellent,Delivered
27-11-2025,Ian,Camera,Peripherals,South,13,4479,20,Debit Card,Poor,Returned
18-06-2025,Charlie,Mouse,Gadgets,North,4,4801,25,Debit Card,Poor,Returned
20-11-2025,Hannah,Mouse,Gadgets,South,31,668,15,Credit Card,Average,Pending
10-10-2025,Ian,Smartphone,Accessories,South,37,2130,19,Debit Card,Good,Returned
22-05-2025,Alice,Laptop,Gadgets,West,1,324,28,Credit Card,Average,Pending
16-02-2025,Charlie,Headphones,Gadgets,East,37,2742,17,Cash,Good,Pending
11-02-2025,Alice,Speaker,Electronics,North,40,707,21,Credit Card,Good,Cancelled
21-05-2025,Fiona,Speaker,Accessories,North,5,266,21,Credit Card,Poor,Cancelled
28-06-2025,Ian,Tablet,Accessories,North,45,1370,3,Credit Card,Good,Delivered
09-05-2025,George,Tablet,Peripherals,East,47,3814,27,Credit Card,Average,Returned
23-11-2025,Julia,Keyboard,Accessories,South,37,803,22,Cash,Poor,Returned
10-11-2025,Fiona,Smartphone,Gadgets,South,40,244,5,Credit Card,Poor,Pending
05-04-2025,Alice,Smartphone,Accessories,North,42,2980,6,Online,Excellent,Delivered
25-09-2025,Hannah,Smartphone,Peripherals,East,41,4367,6,Online,Excellent,Cancelled
02-04-2025,Diana,Smartphone,Peripherals,South,42,817,25,Cash,Excellent,Returned
13-10-2025,Charlie,Smartwatch,Electronics,North,33,2272,26,Debit Card,Average,Returned
11-11-2025,Bob,Laptop,Electronics,West,18,3866,3,Cash,Average,Cancelled
05-11-2025,Edward,Laptop,Peripherals,West,26,4809,21,Online,Good,Cancelled
01-12-2025,George,Camera,Electronics,South,29,3537,13,Credit Card,Poor,Delivered
16-11-2025,Edward,Tablet,Gadgets,North,27,520,0,Cash,Excellent,Pending
09-05-2025,Edward,Mouse,Gadgets,South,5,2826,26,Credit Card,Poor,Returned
13-07-2025,Julia,Smartphone,Gadgets,North,30,3188,6,Credit Card,Excellent,Returned
24-07-2025,Diana,Smartphone,Gadgets,South,2,1251,1,Credit Card,Poor,Cancelled
19-01-2025,George,Smartphone,Gadgets,East,39,2092,17,Cash,Excellent,Returned
19-12-2025,Julia,Laptop,Peripherals,North,37,1877,22,Cash,Good,Delivered
11-04-2025,Julia,Camera,Peripherals,North,24,388,19,Debit Card,Excellent,Pending
23-12-2025,Julia,Speaker,Gadgets,West,8,4939,19,Online,Poor,Pending
22-04-2025,Fiona,Smartphone,Electronics,West,6,2193,5,Credit Card,Good,Delivered
21-09-2025,Bob,Laptop,Peripherals,West,49,3857,21,Online,Average,Delivered
22-08-2025,George,Headphones,Peripherals,West,3,4824,24,Debit Card,Excellent,Returned
17-06-2025,Hannah,Mouse,Accessories,South,14,3789,21,Credit Card,Good,Cancelled
28-05-2025,Julia,Laptop,Accessories,North,46,3409,11,Online,Excellent,Returned
27-03-2025,Diana,Headphones,Gadgets,North,23,4320,12,Cash,Good,Pending
18-11-2025,Diana,Headphones,Peripherals,North,26,4414,7,Cash,Excellent,Returned
10-03-2025,Fiona,Tablet,Peripherals,East,47,2858,28,Online,Poor,Delivered
16-02-2025,Alice,Smartwatch,Electronics,North,11,2278,21,Credit Card,Average,Delivered
24-03-2025,Fiona,Keyboard,Accessories,West,21,1717,2,Online,Poor,Delivered
24-05-2025,Fiona,Smartwatch,Gadgets,North,31,2238,2,Cash,Excellent,Cancelled
25-09-2025,Hannah,Tablet,Gadgets,West,45,3257,9,Cash,Good,Delivered
22-03-2025,Diana,Tablet,Accessories,North,26,2343,28,Debit Card,Good,Returned
21-06-2025,Ian,Mouse,Gadgets,East,9,2761,0,Debit Card,Poor,Pending
08-02-2025,Fiona,Headphones,Electronics,West,5,4245,27,Cash,Average,Cancelled
08-06-2025,Hannah,Tablet,Accessories,East,4,1374,5,Cash,Poor,Returned
28-12-2025,Diana,Tablet,Peripherals,East,47,2755,23,Online,Poor,Returned
14-05-2025,George,Smartphone,Peripherals,East,41,2219,3,Online,Excellent,Returned
12-06-2025,Ian,Camera,Peripherals,East,39,3400,11,Debit Card,Excellent,Returned
19-05-2025,Alice,Smartphone,Gadgets,North,3,1785,6,Credit Card,Average,Pending
15-05-2025,Bob,Keyboard,Electronics,West,10,4006,1,Online,Excellent,Delivered
16-02-2025,Bob,Speaker,Peripherals,North,34,1801,16,Credit Card,Average,Returned
28-01-2025,Julia,Headphones,Gadgets,East,2,2134,25,Credit Card,Good,Delivered
19-11-2025,Charlie,Tablet,Electronics,South,23,1899,0,Online,Good,Returned
20-10-2025,Diana,Smartphone,Accessories,West,30,180,25,Online,Excellent,Cancelled
16-02-2025,George,Tablet,Accessories,West,49,442,9,Cash,Poor,Delivered
17-04-2025,Alice,Mouse,Peripherals,West,38,1924,1,Credit Card,Poor,Cancelled
28-02-2025,Diana,Smartwatch,Accessories,South,45,156,5,Online,Poor,Pending
13-11-2025,Hannah,Camera,Peripherals,East,22,2331,14,Cash,Average,Returned
10-09-2025,George,Speaker,Peripherals,South,24,3838,26,Online,Excellent,Returned
02-07-2025,Ian,Smartwatch,Gadgets,North,2,911,13,Credit Card,Average,Returned
05-03-2025,Bob,Camera,Accessories,East,2,3222,2,Credit Card,Average,Delivered
11-04-2025,Bob,Smartphone,Electronics,East,4,3417,14,Cash,Poor,Cancelled
19-07-2025,Ian,Tablet,Gadgets,West,49,1341,28,Debit Card,Average,Delivered
05-08-2025,Hannah,Smartwatch,Gadgets,West,17,2029,15,Cash,Good,Cancelled
28-06-2025,Charlie,Smartphone,Electronics,West,20,2430,17,Credit Card,Excellent,Delivered
06-12-2025,Diana,Keyboard,Accessories,East,18,1546,30,Online,Poor,Delivered
16-02-2025,Diana,Speaker,Gadgets,West,5,3098,3,Debit Card,Poor,Returned
21-06-2025,Diana,Smartwatch,Electronics,South,23,2127,5,Cash,Good,Delivered
11-03-2025,Fiona,Smartwatch,Peripherals,West,28,482,26,Cash,Excellent,Pending
02-11-2025,Bob,Mouse,Electronics,South,50,1090,22,Credit Card,Poor,Cancelled
15-01-2025,Alice,Monitor,Electronics,West,25,1130,29,Online,Excellent,Pending
07-05-2025,Edward,Speaker,Gadgets,South,44,4411,16,Online,Good,Delivered
19-03-2025,Alice,Laptop,Gadgets,South,16,830,18,Cash,Good,Returned
16-03-2025,Julia,Smartphone,Gadgets,West,3,4957,7,Debit Card,Poor,Delivered
05-02-2025,George,Smartwatch,Gadgets,South,24,2460,7,Credit Card,Good,Cancelled
14-10-2025,Bob,Mouse,Accessories,South,47,197,4,Cash,Excellent,Returned
14-11-2025,Edward,Keyboard,Gadgets,East,29,131,7,Cash,Average,Pending
14-07-2025,Julia,Speaker,Gadgets,South,11,989,8,Cash,Good,Cancelled
13-08-2025,Hannah,Speaker,Gadgets,West,32,835,29,Online,Poor,Delivered
02-01-2025,Diana,Tablet,Gadgets,North,24,1214,11,Online,Poor,Pending
07-09-2025,Bob,Smartwatch,Gadgets,South,28,4914,8,Cash,Average,Delivered
12-12-2025,Fiona,Smartphone,Peripherals,North,10,2917,4,Credit Card,Poor,Cancelled
11-01-2025,Diana,Laptop,Accessories,North,12,1199,21,Online,Poor,Cancelled
07-09-2025,Julia,Mouse,Electronics,East,2,522,4,Debit Card,Good,Delivered
22-01-2025,Bob,Camera,Peripherals,West,11,4098,24,Debit Card,Excellent,Cancelled
21-01-2025,Bob,Tablet,Accessories,West,8,4217,23,Cash,Average,Cancelled
08-12-2025,Edward,Speaker,Accessories,East,29,936,6,Debit Card,Average,Returned
23-04-2025,Julia,Monitor,Gadgets,North,21,4485,21,Debit Card,Excellent,Cancelled
10-06-2025,Ian,Monitor,Peripherals,East,35,4155,21,Cash,Excellent,Returned
04-03-2025,Diana,Tablet,Peripherals,North,37,2492,2,Credit Card,Average,Delivered
17-07-2025,Alice,Smartwatch,Peripherals,South,12,900,23,Cash,Good,Cancelled
10-10-2025,Hannah,Mouse,Electronics,East,36,2585,15,Credit Card,Poor,Returned
03-03-2025,Edward,Keyboard,Gadgets,South,14,3265,21,Credit Card,Average,Delivered
10-01-2025,Ian,Camera,Electronics,North,37,2950,15,Debit Card,Poor,Returned
15-05-2025,Charlie,Smartphone,Gadgets,West,45,3508,16,Online,Excellent,Pending
17-12-2025,Alice,Mouse,Electronics,West,2,3521,3,Cash,Excellent,Returned
17-10-2025,Hannah,Monitor,Electronics,South,21,2036,29,Credit Card,Average,Returned
14-06-2025,Diana,Tablet,Peripherals,South,13,3791,12,Online,Average,Delivered
05-11-2025,George,Camera,Electronics,West,30,463,5,Debit Card,Good,Delivered
16-06-2025,Fiona,Speaker,Gadgets,West,2,4143,25,Online,Average,Pending
25-06-2025,Bob,Headphones,Accessories,North,8,404,3,Cash,Excellent,Cancelled
06-04-2025,Bob,Camera,Electronics,West,48,2235,23,Debit Card,Poor,Pending
01-07-2025,Ian,Smartphone,Peripherals,North,15,2030,8,Credit Card,Excellent,Delivered
08-04-2025,Julia,Speaker,Electronics,East,42,3989,30,Cash,Average,Cancelled
05-12-2025,Diana,Speaker,Gadgets,North,31,1698,5,Online,Average,Delivered
24-04-2025,Julia,Camera,Gadgets,North,46,3835,15,Online,Excellent,Pending
19-01-2025,Edward,Camera,Peripherals,West,26,3109,13,Credit Card,Poor,Cancelled
06-09-2025,Alice,Mouse,Gadgets,North,45,764,11,Cash,Poor,Pending
12-02-2025,George,Headphones,Accessories,South,48,2190,20,Debit Card,Average,Pending
21-12-2025,Fiona,Smartwatch,Electronics,East,2,2033,13,Debit Card,Good,Pending
13-01-2025,Fiona,Monitor,Peripherals,South,43,3161,10,Credit Card,Average,Delivered
09-11-2025,Hannah,Speaker,Accessories,South,30,2061,14,Online,Excellent,Returned
20-09-2025,Ian,Smartphone,Accessories,West,12,2731,26,Cash,Excellent,Delivered
20-01-2025,Charlie,Camera,Peripherals,South,1,2979,0,Online,Excellent,Cancelled
22-01-2025,Alice,Tablet,Peripherals,West,43,2252,15,Cash,Average,Delivered
21-02-2025,Bob,Keyboard,Electronics,East,14,3606,13,Online,Good,Returned
02-01-2025,Julia,Laptop,Accessories,South,10,1454,4,Debit Card,Average,Pending
04-12-2025,Alice,Mouse,Electronics,West,47,1132,2,Debit Card,Excellent,Returned
15-07-2025,Edward,Speaker,Peripherals,South,18,1348,22,Cash,Good,Delivered
04-07-2025,Diana,Speaker,Electronics,North,34,4486,8,Online,Poor,Cancelled
09-09-2025,Charlie,Smartwatch,Gadgets,North,39,2561,28,Credit Card,Average,Cancelled
23-08-2025,Charlie,Headphones,Electronics,South,13,3853,3,Debit Card,Good,Pending
07-03-2025,Diana,Smartwatch,Electronics,North,50,3414,13,Online,Poor,Delivered
22-12-2025,Alice,Monitor,Electronics,East,10,3270,6,Online,Excellent,Cancelled
01-11-2025,Charlie,Camera,Gadgets,South,15,391,27,Credit Card,Average,Delivered
14-05-2025,Diana,Tablet,Gadgets,East,42,561,10,Online,Poor,Pending
04-11-2025,Diana,Tablet,Accessories,North,30,4089,1,Online,Good,Delivered
17-11-2025,Diana,Speaker,Electronics,South,31,2613,21,Credit Card,Excellent,Pending
20-05-2025,Charlie,Mouse,Electronics,East,24,4828,4,Debit Card,Poor,Delivered
23-10-2025,Edward,Camera,Electronics,West,27,111,2,Credit Card,Poor,Delivered
14-03-2025,Hannah,Smartphone,Gadgets,North,32,4814,9,Credit Card,Poor,Pending
17-02-2025,Alice,Smartwatch,Accessories,West,31,847,5,Debit Card,Excellent,Pending
20-12-2025,Hannah,Monitor,Accessories,South,40,1362,2,Credit Card,Excellent,Cancelled
10-02-2025,Diana,Smartwatch,Electronics,West,18,3217,29,Online,Excellent,Returned
26-02-2025,Julia,Speaker,Accessories,North,25,983,0,Cash,Good,Pending
16-02-2025,Charlie,Speaker,Peripherals,North,25,1954,12,Credit Card,Excellent,Cancelled
20-04-2025,Alice,Camera,Gadgets,North,35,3159,20,Debit Card,Average,Cancelled
25-04-2025,Bob,Tablet,Electronics,East,21,4645,3,Debit Card,Poor,Returned
27-05-2025,Diana,Camera,Electronics,West,14,904,3,Online,Average,Returned
07-09-2025,Fiona,Tablet,Accessories,West,12,3121,27,Cash,Average,Cancelled
23-06-2025,Edward,Keyboard,Accessories,South,18,929,8,Credit Card,Excellent,Cancelled
10-07-2025,George,Mouse,Accessories,North,8,2537,28,Credit Card,Excellent,Pending
02-03-2025,Charlie,Speaker,Peripherals,West,49,891,2,Debit Card,Excellent,Returned
16-09-2025,Bob,Smartphone,Accessories,South,19,4557,1,Credit Card,Good,Pending
23-04-2025,Charlie,Mouse,Peripherals,East,33,3137,23,Credit Card,Excellent,Cancelled
11-08-2025,Hannah,Keyboard,Electronics,West,19,2535,12,Cash,Poor,Cancelled
01-04-2025,George,Camera,Accessories,West,10,564,30,Online,Poor,Delivered
22-01-2025,Alice,Tablet,Electronics,South,27,572,9,Debit Card,Good,Pending
04-02-2025,Charlie,Smartphone,Accessories,East,42,2646,10,Cash,Excellent,Cancelled
22-10-2025,Fiona,Smartwatch,Peripherals,East,36,4274,10,Cash,Good,Pending
05-08-2025,Alice,Tablet,Accessories,North,39,3390,30,Debit Card,Good,Delivered
25-02-2025,Ian,Speaker,Electronics,East,33,2845,16,Debit Card,Good,Delivered
03-09-2025,Charlie,Monitor,Accessories,East,36,3661,5,Credit Card,Excellent,Delivered
24-12-2025,George,Mouse,Gadgets,East,47,163,0,Online,Poor,Returned
09-02-2025,Bob,Smartphone,Gadgets,West,3,4622,0,Cash,Average,Returned
08-11-2025,Bob,Smartwatch,Peripherals,East,32,2148,21,Debit Card,Excellent,Pending
10-08-2025,Charlie,Headphones,Electronics,West,29,3267,18,Credit Card,Average,Returned
